Date,Workout Name,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes
2017-05-12 19:00:00,"Afternoon Workout","Bench Press (Barbell)",1,50,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Bench Press (Barbell)",2,50,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Bench Press (Barbell)",3,50,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Lying Leg Curl (Machine)",1,45,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Lying Leg Curl (Machine)",2,45,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Lying Leg Curl (Machine)",3,45,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Shoulder Press (Machine)",1,20,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Shoulder Press (Machine)",2,20,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Shoulder Press (Machine)",3,20,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Squat (Smith Machine)",1,60,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Squat (Smith Machine)",2,60,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Squat (Smith Machine)",3,60,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Leg Press",1,110,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Leg Press",2,110,10,0,0,"",""
2017-05-12 19:00:00,"Afternoon Workout","Leg Press",3,110,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Bench Press (Barbell)",1,65,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Bench Press (Barbell)",2,65,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Bench Press (Barbell)",3,65,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Lying Leg Curl (Machine)",1,50,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Lying Leg Curl (Machine)",2,50,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Lying Leg Curl (Machine)",3,50,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Chin Up (Assisted)",1,49,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Chin Up (Assisted)",2,49,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Chin Up (Assisted)",3,42,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Triceps Extension",1,17.5,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Triceps Extension",2,17.5,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Triceps Extension",3,17.5,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Leg Press",1,120,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Leg Press",2,120,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Leg Press",3,120,10,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Total Abdominal ",1,60,20,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Total Abdominal ",2,60,20,0,0,"",""
2017-06-26 17:00:00,"Afternoon Workout","Total Abdominal ",3,60,20,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Decline Bench Press (Barbell)",1,70,13,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Decline Bench Press (Barbell)",2,70,10,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Decline Bench Press (Barbell)",3,70,10,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Flat Leg Raise",1,0,15,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Flat Leg Raise",2,0,15,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Flat Leg Raise",3,0,15,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Bent Over Row (Barbell)",1,15,10,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Bent Over Row (Barbell)",2,30,12,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Bent Over Row (Barbell)",3,30,13,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Shoulder Press (Machine)",1,25,11,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Shoulder Press (Machine)",2,25,10,0,0,"",""
2018-01-08 19:36:24,"Evening Workout","Shoulder Press (Machine)",3,25,10,0,0,"",""
2018-01-15 19:30:37,"New Routine","Bench Press (Dumbbell)",1,28,10,0,0,"",""
2018-01-15 19:30:37,"New Routine","Bench Press (Dumbbell)",2,28,12,0,0,"",""
2018-01-15 19:30:37,"New Routine","Bench Press (Dumbbell)",3,28,15,0,0,"",""
2018-01-15 19:30:37,"New Routine","Bench Press (Dumbbell)",4,36,13,0,0,"",""
2018-01-15 19:30:37,"New Routine","Hanging Leg Raise",1,0,15,0,0,"",""
2018-01-15 19:30:37,"New Routine","Hanging Leg Raise",2,0,15,0,0,"",""
2018-01-15 19:30:37,"New Routine","Hanging Leg Raise",3,0,15,0,0,"",""
2018-01-15 19:30:37,"New Routine","Bicep Curl (Barbell)",1,25,12,0,0,"",""
2018-01-15 19:30:37,"New Routine","Bicep Curl (Barbell)",2,30,11,0,0,"",""
2018-01-15 19:30:37,"New Routine","Bicep Curl (Barbell)",3,30,7,0,0,"",""
2018-01-15 19:30:37,"New Routine","Leg Press",1,60,12,0,0,"",""
2018-01-15 19:30:37,"New Routine","Leg Press",2,80,14,0,0,"",""
2018-01-15 19:30:37,"New Routine","Leg Press",3,100,18,0,0,"",""
2018-01-15 19:30:37,"New Routine","Leg Press",4,100,14,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Deadlift (Barbell)",1,50,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Deadlift (Barbell)",2,50,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Deadlift (Barbell)",3,50,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Russian Twist",1,0,20,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Russian Twist",2,0,20,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Russian Twist",3,0,20,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Russian Twist",4,0,20,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Seated Row (Cable)",1,30,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Seated Row (Cable)",2,40,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Seated Row (Cable)",3,40,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","kettlebell",1,20,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","kettlebell",2,16,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","kettlebell",3,20,15,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Triceps Extension",1,20,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Triceps Extension",2,20,14,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Triceps Extension",3,20,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Leg Extension (Machine)",1,40,13,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Leg Extension (Machine)",2,50,13,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Leg Extension (Machine)",3,50,12,0,0,"",""
2018-01-23 19:59:40,"Evening Workout","Plank",1,0,0,0,60,"",""
2018-01-23 19:59:40,"Evening Workout","Plank",2,0,0,0,60,"",""
2018-01-26 19:19:24,"Evening Workout","Chest Press ",1,50,15,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Chest Press ",2,50,15,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Chest Press ",3,50,15,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Total Abdominal ",1,70,20,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Total Abdominal ",2,70,20,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Total Abdominal ",3,70,20,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","chest press pulley ",1,20,12,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","chest press pulley ",2,20,12,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","chest press pulley ",3,20,15,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Triceps Extension",1,20,12,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Triceps Extension",2,20,12,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Triceps Extension",3,20,12,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Crunch",1,0,15,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Crunch",2,0,15,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Bicycle Crunch",1,0,10,0,0,"",""
2018-01-26 19:19:24,"Evening Workout","Bicycle Crunch",2,0,10,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Decline Bench Press (Barbell)",1,75,12,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Decline Bench Press (Barbell)",2,75,12,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Decline Bench Press (Barbell)",3,75,12,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Hanging Leg Raise",1,0,15,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Hanging Leg Raise",2,0,15,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Hanging Leg Raise",3,0,15,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Leg Press",1,130,11,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Leg Press",2,130,11,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Leg Press",3,130,11,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Chest Press ",1,50,15,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Chest Press ",2,50,15,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Crunch",1,0,20,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Crunch",2,0,15,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Crunch",3,0,15,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Bicycle Crunch",1,0,10,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Bicycle Crunch",2,0,10,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Bicycle Crunch",3,0,10,0,0,"",""
2018-01-29 20:00:43,"Evening Workout","Plank",1,0,0,0,60,"",""
2018-01-29 20:00:43,"Evening Workout","Plank",2,0,0,0,40,"",""
2018-01-31 20:11:28,"Evening Workout","Lat Pulldown (Cable)",1,50,12,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Lat Pulldown (Cable)",2,50,12,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Lat Pulldown (Cable)",3,50,12,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","kettlebell",1,20,15,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","kettlebell",2,20,15,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","kettlebell",3,20,15,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Russian Twist",1,0,15,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Russian Twist",2,0,20,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Russian Twist",3,0,15,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Bicep Curl (Machine)",1,17.5,12,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Bicep Curl (Machine)",2,17.5,12,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Bicep Curl (Machine)",3,12.5,10,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Triceps Extension",1,20,12,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Triceps Extension",2,20,12,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Triceps Extension",3,20,13,0,0,"",""
2018-01-31 20:11:28,"Evening Workout","Triceps Extension",4,20,13,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Push Up",1,0,20,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Push Up",2,0,16,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Push Up",3,0,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Push Up",4,0,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Crunch",1,0,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Crunch",2,0,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Crunch",3,0,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Crunch",4,0,20,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Back Extension",1,14,20,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Back Extension",2,14,20,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Back Extension",3,18,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Back Extension",4,18,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Squat (Barbell)",1,25,20,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Squat (Barbell)",2,25,20,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Squat (Barbell)",3,25,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Squat (Barbell)",4,25,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Triceps Dip",1,0,7,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Triceps Extension (Dumbbell)",1,14,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Triceps Extension (Dumbbell)",2,14,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Triceps Extension (Dumbbell)",3,18,15,0,0,"",""
2018-02-02 19:23:42,"Evening Workout","Triceps Extension (Dumbbell)",4,18,15,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Decline Bench Press (Barbell)",1,65,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Decline Bench Press (Barbell)",2,75,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Decline Bench Press (Barbell)",3,85,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Decline Bench Press (Barbell)",4,90,5,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Decline Bench Press (Barbell)",5,70,9,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Bicep Curl (Dumbbell)",1,12,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Bicep Curl (Dumbbell)",2,12,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Bicep Curl (Dumbbell)",3,12,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Bicep Curl (Dumbbell)",4,12,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Bench Press (Dumbbell)",1,22,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Bench Press (Dumbbell)",2,22,12,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Bench Press (Dumbbell)",3,24,12,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Bicep Curl (Barbell)",1,22.5,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Bicep Curl (Barbell)",2,22.5,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Bicep Curl (Barbell)",3,22.5,9,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Chest Fly (Band)",1,10,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Chest Fly (Band)",2,10,10,0,0,"",""
2018-11-01 19:16:36,"Evening Workout","Chest Fly (Band)",3,10,10,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Chest Dip",1,42,10,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Chest Dip",2,35,10,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Chest Dip",3,35,10,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Bicep Curl (Barbell)",1,22,10,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Bicep Curl (Barbell)",2,22,10,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Bicep Curl (Barbell)",3,22,10,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Pec Deck (Machine)",1,40,10,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Pec Deck (Machine)",2,45,12,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Pec Deck (Machine)",3,50,12,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Bicep Curl (Dumbbell)",1,14,10,0,0,"",""
2018-11-05 07:27:01,"Early Morning Workout","Bicep Curl (Dumbbell)",2,12,8,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","Squat (Barbell)",1,40,8,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","Squat (Barbell)",2,60,10,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","Squat (Barbell)",3,70,10,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","Squat (Barbell)",4,80,8,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","Lunge (Dumbbell)",1,30,16,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","Lunge (Dumbbell)",2,30,20,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","Lunge (Dumbbell)",3,30,20,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","GHD Sit Up ",1,0,20,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","GHD Sit Up ",2,0,20,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","GHD Sit Up ",3,0,20,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","Deadlift (Barbell)",1,60,10,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","Deadlift (Barbell)",2,70,10,0,0,"",""
2018-11-06 07:07:42,"Early Morning Workout","Deadlift (Barbell)",3,80,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Pull Up",1,0,4,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Pull Up",2,0,4,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Pull Up",3,0,4,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Bent Over Row (Barbell)",1,40,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Bent Over Row (Barbell)",2,40,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Bent Over Row (Barbell)",3,40,8,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Bent Over Row (Barbell)",4,50,5,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Bent Over Row (Barbell)",5,40,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Bent Over Row (Dumbbell)",1,22,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Bent Over Row (Dumbbell)",2,24,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Bent Over Row (Dumbbell)",3,22,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Seated Overhead Press (Dumbbell)",1,22,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Seated Overhead Press (Dumbbell)",2,22,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Seated Overhead Press (Dumbbell)",3,22,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Lat Pulldown (Cable)",1,50,8,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Lat Pulldown (Cable)",2,45,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Lat Pulldown (Cable)",3,45,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Lateral Raise (Cable)",1,5,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Lateral Raise (Cable)",2,5,10,0,0,"",""
2018-11-07 17:09:54,"Afternoon Workout","Lateral Raise (Cable)",3,5,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Bench Press (Barbell)",1,67,9,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Bench Press (Barbell)",2,65,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Bicep Curl (Dumbbell)",1,12,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Bicep Curl (Dumbbell)",2,14,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Bicep Curl (Dumbbell)",3,14,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Bicep Curl (Dumbbell)",4,12,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Arnold Press (Dumbbell)",1,22,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Arnold Press (Dumbbell)",2,22,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Arnold Press (Dumbbell)",3,20,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Bicep Curl (Barbell)",1,25,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Bicep Curl (Barbell)",2,25,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Bicep Curl (Barbell)",3,25,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Lateral Raise (Dumbbell)",1,6,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Lateral Raise (Dumbbell)",2,6,8,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Lateral Raise (Dumbbell)",3,6,8,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Hammer Curl (Dumbbell)",1,14,5,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Hammer Curl (Dumbbell)",2,12,5,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Hammer Curl (Dumbbell)",3,10,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Seated Chest Press ",1,65,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Seated Chest Press ",2,60,10,0,0,"",""
2018-11-08 18:38:41,"Evening Workout","Seated Chest Press ",3,60,10,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Triceps Push Up",1,0,15,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Triceps Extension (Dumbbell)",1,18,10,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Triceps Extension (Dumbbell)",2,18,10,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Triceps Extension (Dumbbell)",3,18,10,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Back Extension",1,18,10,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Back Extension",2,22,10,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Back Extension",3,22,10,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Lying Leg Curl (Machine)",1,50,10,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Lying Leg Curl (Machine)",2,45,8,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Lying Leg Curl (Machine)",3,40,8,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Triceps Extension",1,22.5,11,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Triceps Extension",2,22.5,12,0,0,"",""
2018-11-09 07:25:04,"Early Morning Workout","Triceps Extension",3,20,10,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",1,40,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",2,60,3,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",3,80,2,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",4,87,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",5,87,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",6,87,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",7,87,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Deadlift (Barbell)",1,60,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Deadlift (Barbell)",2,80,4,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Deadlift (Barbell)",3,95,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Deadlift (Barbell)",4,95,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Lunge (Dumbbell)",1,25,20,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Lunge (Dumbbell)",2,25,20,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Lunge (Dumbbell)",3,25,20,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Hip Thrust (Barbell)",1,40,10,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Hip Thrust (Barbell)",2,50,10,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Hip Thrust (Barbell)",3,50,10,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",1,40,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",2,60,3,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",3,80,2,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",4,87,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",5,87,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",6,87,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Squat (Barbell)",7,87,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Deadlift (Barbell)",1,60,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Deadlift (Barbell)",2,80,4,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Deadlift (Barbell)",3,95,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Deadlift (Barbell)",4,95,6,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Lunge (Dumbbell)",1,25,20,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Lunge (Dumbbell)",2,25,20,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Lunge (Dumbbell)",3,25,20,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Hip Thrust (Barbell)",1,40,10,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Hip Thrust (Barbell)",2,50,10,0,0,"",""
2018-11-19 16:09:09,"Afternoon Workout","Hip Thrust (Barbell)",3,50,10,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Bench Press (Barbell)",1,50,10,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Bench Press (Barbell)",2,60,10,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Bench Press (Barbell)",3,67,8,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Bench Press (Barbell)",4,70,8,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Bench Press (Barbell)",5,75,6,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Bent Over One Arm Row (Dumbbell)",1,24,10,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Bent Over One Arm Row (Dumbbell)",2,24,10,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Bent Over One Arm Row (Dumbbell)",3,24,10,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Bent Over One Arm Row (Dumbbell)",4,26,8,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Seated Overhead Press (Dumbbell)",1,24,10,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Seated Overhead Press (Dumbbell)",2,24,10,0,0,"",""
2018-11-20 07:22:59,"Week 1 Day 2 #1","Seated Overhead Press (Dumbbell)",3,24,8,0,0,"",""
